timestamp,window,sample,ir_raw,red_raw,true_hr
2026-04-18T19:46:35.248,2,182,157985,123593,75.0
2026-04-18T19:46:35.288,2,183,157985,123593,75.0
2026-04-18T19:46:35.327,2,184,157985,123593,75.0
2026-04-18T19:46:35.367,2,185,157990,123662,75.0
2026-04-18T19:46:35.407,2,186,157990,123662,75.0
2026-04-18T19:46:35.447,2,187,157990,123662,75.0
2026-04-18T19:46:35.487,2,188,157990,123662,75.0
2026-04-18T19:46:35.527,2,189,157972,123703,75.0
2026-04-18T19:46:35.567,2,190,157972,123703,75.0
2026-04-18T19:46:35.607,2,191,157972,123703,75.0
2026-04-18T19:46:35.647,2,192,157972,123703,75.0
2026-04-18T19:46:35.687,2,193,157959,123650,75.0
2026-04-18T19:46:35.728,2,194,157959,123650,75.0
2026-04-18T19:46:35.767,2,195,157959,123650,75.0
2026-04-18T19:46:35.807,2,196,157959,123650,75.0
2026-04-18T19:46:35.847,2,197,157900,123460,75.0
2026-04-18T19:46:35.887,2,198,157900,123460,75.0
2026-04-18T19:46:35.927,2,199,157900,123460,75.0
2026-04-18T19:46:35.966,2,200,157900,123460,75.0
2026-04-18T19:46:36.007,2,201,157822,123222,75.0
2026-04-18T19:46:36.047,2,202,157822,123222,75.0
2026-04-18T19:46:36.086,2,203,157822,123222,75.0
2026-04-18T19:46:36.126,2,204,157822,123222,75.0
2026-04-18T19:46:36.167,2,205,157728,123110,75.0
2026-04-18T19:46:36.207,2,206,157728,123110,75.0
2026-04-18T19:46:36.247,2,207,157728,123110,75.0
2026-04-18T19:46:36.286,2,208,157728,123110,75.0
2026-04-18T19:46:36.326,2,209,157643,123003,75.0
2026-04-18T19:46:36.366,2,210,157643,123003,75.0
2026-04-18T19:46:36.406,2,211,157643,123003,75.0
2026-04-18T19:46:36.446,2,212,157643,123003,75.0
2026-04-18T19:46:36.486,2,213,157602,122928,75.0
2026-04-18T19:46:36.526,2,214,157602,122928,75.0
2026-04-18T19:46:36.566,2,215,157602,122928,75.0
2026-04-18T19:46:36.606,2,216,157602,122928,75.0
2026-04-18T19:46:36.646,2,217,157599,122904,75.0
2026-04-18T19:46:36.686,2,218,157599,122904,75.0
2026-04-18T19:46:36.726,2,219,157599,122904,75.0
2026-04-18T19:46:36.766,2,220,157599,122904,75.0
2026-04-18T19:46:36.805,2,221,157595,122914,75.0
2026-04-18T19:46:36.845,2,222,157595,122914,75.0
2026-04-18T19:46:36.885,2,223,157595,122914,75.0
2026-04-18T19:46:36.926,2,224,157595,122914,75.0
